Timestamp,Barcode,Total Weight,Fruit Number,Fruit Fresh Weight (3),Brix,Truss Weight,Total Fruit Weight,Fruit Dry Weight (3),D/F,Total DW,Individual Fruit Weight,Red fruit weight,FW:DW,Drymatter%,Notes,,,,,,,,,,,,,,,,
,,2-1-B,124.86,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,1-10-b,124.97,13,49.4,10.7,25.26,103.18,6.18,18.36,
,,2-2-A,113.1,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 13:41:38,1-11-A,81.67,9,23.94,9.6,11.87,70.19,2.42,8.51,
,,2-2-B,93.64,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:24:38,1-11-b,72.39,8,24.84,10,10.34,62.11,2.53,8.62,
,,2-3-A,187.71,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:26:47,1-12-a,77.97,11,16.1,12.3,10.32,65.17,2.08,8.17,
,,2-3-B,78.91,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:53:40,1-12-b,75.01,9,21.91,10.4,12.86,62.13,2.4,8.49,
,,2-4-A,85.73,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 15:49:38,2-1-a,103.37,10,29.09,12.2,14.91,88.41,3.53,9.62,
,,2-4-B,94.9,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 15:47:44,2-1-a-1,50.5,5,23.8,10.4,11.46,39.02,2.68,8.77,
,,2-5-A,236.64,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,2-1-a,153.87,15,52.89,11.3,26.37,127.43,6.21,18.39,
,,2-5-B,248.78,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 15:05:10,2-1-b,61.94,6,29.29,11.2,9.43,52.48,2.99,9.08,
,,2-6-A,70.46,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 15:03:20,2-1-b-1,86.34,8,22.61,10.9,13.94,72.38,2.72,8.81,
,,2-6-B,54.06,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,2-1-b,148.28,14,51.9,11.05,23.37,124.86,5.71,17.89,
,,2-7-A,88.64,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 16:08:48,2-2-a,56.64,5,26.33,10.4,10.39,46.22,2.62,8.71,yellowing around stem, tomato easily falls off
,,2-7-B,34.45,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 16:06:54,2-2-a-1,75.46,6,32.96,10.2,8.53,66.88,3.7,9.79,yellowing around stem, tomatoes easily fall off
,,2-8-A,262.59,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,2-2-a,132.1,11,59.29,10.3,18.92,113.1,6.32,18.5,
,,2-8-B,147.31,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 15:25:10,2-2-b,41.49,6,14.78,10.4,8.35,33.12,1.54,7.63,
,,2-9-A,202.81,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 15:23:27,2-2-b-1,73.43,9,17.05,10.4,12.95,60.52,1.95,8.04,
,,2-9-B,81.92,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,2-2-b,114.92,15,31.83,10.4,21.3,93.64,3.49,15.67,
,,2-10-A,70.3,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 15:41:55,2-3-a,123.99,12,23.69,10.7,15.44,108.57,2.57,8.66,
,,2-10-B,52.28,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 15:38:58,2-3-a-1,91.14,12,20.7,11,11.96,79.14,2.14,8.23,1 green tomato
,,2-11-A,155.12,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,2-3-a,215.13,24,44.39,10.85,27.4,187.71,4.71,16.89,
